Review Date,Reviewer Name,Review Title,Review Content,Aggregated Sentiment,Sentiment Category
26-08-2019,Drea201092,Super easy to assemble!,I will be welcoming my 2nd child in just a few more weeks and I was super excited when I found this travel system! It is exactly what I was looking for and a huge plus was the sensor safe infant car seat! It was so easy to assemble and its stylish and convenient for on the go trips! I cant wait to being my little one home in it!,2,positive
11-09-2019,Anonymous reviewer,Everything,I’m in total love with this product it took me the whole 9 almost to decide on what was best and I couldn’t be happier with what I got it was way past my expectations I’m glad I didn’t spend more money on something that I really wasn’t sure about I got onyx color and it’s really nice super padded more than other high end brands,2,positive
27-04-2019,bqrains,Great features. Multiuse,"[This review was collected as part of a promotion.] So many options with this travel system. I love that baby can be facing toward parents and when old enough faced out. Not special attachments needed for the carseat to attach the stroller. Carseat is light and gives you a secure feeling. Plenty of storage under stroller seat. Easy fold and unfold and bonus, it stands by itself!",2,positive
06-01-2020,Newmom20,First time mom,I bought this travel system about a week ago and just finished setting it up. Baby is due in a little over a month and I’m really excited to put this car seat to use. The option to have the car seat installed right into the stroller seems really convenient and the stroller strolls super smooth. Very excited with this purchase.,2,positive
16-05-2019,Smitty27,Lightweight and easy to use.,"[This review was collected as part of a promotion.] We loved how light and easily the infant carrier was to get in and out of the car, as well as carrying it around. The app that connects to the chest clip isn’t the most user friendly, but we like the feature of getting a reminder of the seat being in the car once the car stops. The color works great for being gender neutral.",2,positive
13-08-2021,MalorieS,Love all the options!,"Baby comes in 2 weeks, but we have been ""Shyft-ing"" this travel systems into all it's different positions. So far we really are enjoying all the options this travel system provides. LOVE that is has a bassinet option (positioning of the stroller seat) and that everything locks together so nicely. Can't wait to use with bebe!",2,positive
27-04-2019,MandiDuf,Amazingly easy to use!,[This review was collected as part of a promotion.] This product is amazing to use with two children. I love how easily it can be switched to a double stroller! It’s come in handy I can’t count how many times when my oldest gets tired of walking and wants a ride. I also love the safety features on the strap that ensures the child is safe and puts any parents mind at ease!,2,positive
18-06-2020,Amanda783,Obsessed!!,When my friend had a baby she got this stroller and as soon as I pushed it the first time I knew that this is the one that I would want when I got pregnant. Turns out six months later I find out that I’m pregnant and now I have this stroller and I couldn’t be happier. It is so light weight and feels so secure and safe.,2,positive
15-06-2021,VinceS,Great Travel System,"We love this travel system for our baby boy. It is super comfy for him. Very lightweight and has all the features you could want in a travel system. We bought another Evenflo system before this Gold Shyft one and it seemed to be harder to get in and out of our car, but when we got the gold system it is simple and easy!",2,positive
11-09-2020,ohsoquiet,Easy and convenient,My mother bought this for me and so far we have been very pleased. The car installation was easy and the car seat/stroller base snap on and off very easily. The mobility has been great too. Also like the sleek look of the grey stroller. The only downside is our car is too old to use the sensor safe feature for now.,2,positive
02-09-2021,Dennis,We love love love it,We got this travel set to replace one we had for our great grandson. We love it the car seat is extremely easy to install in the car its not as difficult to carry as the other one was on the market today. We love how easy the stroller is to open and close. the stroller breaks down so that you can store it in the car.,2,positive
13-09-2021,TommiE,Not great fabrication,"The only reason I gave a 4 star was due to the padding on the seat and stroller being too abrasive for my baby. I wish they would reconsider the fabrication they use. Also the car seat is recommend for 4lbs or larger and my baby was 4lbs 4oz and fit very uncomfortably The stroller is a smooth ride, not too cumbersome",2,positive
28-06-2021,Alyssa,"Super functional, sleek & easy to use travel system!","First baby and I couldn’t be happier with this travel system! It’s super lightweight, simple to use and very easy to maneuver. I love all the adjustable features & this Onyx color is gorgeous! Super sleek & chic looking. The car seat is super soft & feels really safe for my baby. Love this product & highly recommend!",2,positive
26-05-2021,AmberL,Great all around stroller at great price,"I researched over 50 strollers, and tested out over 15 before deciding on this one. I love that it has the functionality and features of strollers 3x it's cost. It's lightweight, easy to fold and unfold, great maneuverability, sleek modern look, and I love the various seat configurations and car seat compatibility.",2,positive
14-05-2020,CatherineD,Perfect size for city living!,I have had this stroller for five months now and it’s great! It is light and compact. I have a smaller car and I can easily fit this stroller. I live in an apartment and getting on and off the elevator is no problem. We go daily on two hour walks and have found this stroller very sturdy. I highly recommend it.,2,positive
13-12-2019,Ladylira,Easy to handle,My parents bought me this product for my baby shower and I love it. The height is perfect and most importantly is light and super safe. I love the material and my baby does as well. I love that all I need is the stroller base and the car seat to get around with my baby. It’s a great travel system. I love it .,2,positive
29-04-2020,SweetBean,Stylish && Safe!!!,I lovvveeeee my Shyft Gold Travel System. It’s everything I wanted and more. I took my time researching travel systems and this one is by far the best one. I haven’t had any issues with my travel system. The wheels don’t lock or click. And it is easy to manage. Can’t wait to buy the seat when she turns one.,2,positive
26-07-2019,VivaciousWish,Great features & Easy to Install,"So we are first time parents and have no clue about strollers or car seats. After all the research and reading we finalized on Evenflo Shyft. The delivery was on time and packing was great. Instructions were pretty clear for installation and I loved the fact that their is an online appointment schedule setup provided if someone needs. Me being pregnant and my hubs also having no clue on installation, I would say it was pretty easy to do setup. Took us barely 10 -15 mins. Coming to the look and quality. I loved the color we picked. Design is neat and the stroller is not crazy heavy. Car seat looks sturdy and the ease to fix the toddler seat/car seat is fabulous. Looks pretty classic. Fabric is nice and does not look cheap at all. I gave 4 stars as The Cup Holder looks little defective. I am able to keep the glass in it but after little pushing and bending. Well not a big issue but would love if it gets replaced :) More updates I will do on review once Baby is delivered :)",2,positive
23-09-2022,lindseyh130,Good stroller,"We really like this stroller so far. I like how the car seat clicks in for easy use in and out of the car when you need the stroller. And when you aren’t using the car seat, and just want to go for a walk, the other seat is handy to just strap baby in and go. No fuss with the car seat just to go for a walk",2,positive
16-08-2020,Vilma07,Light and easy to install,"I bought this a few weeks ago and I love it!the stroller is very light weight and easy to open and stored away. Space saver, fits perfect in my car trunk! The fabric material is high quality! Love the car seat also easy to install lighted that other car seats brands and it’s just a click into the stroller!",2,positive
13-08-2021,ConnorD,Fantastic car seat and stroller combo,"Wonderful seat, does a perfect job of both protecting our baby and keeping her comfortable. She falls asleep instantly when we hook her up. The seat comes in and out easily but locks in tight. Takes some upper body strength to really make sure everything is together, but the peace of mind is worth it 100%",2,positive
07-10-2020,Abbie007,Great look and features!,"We bought this product last year and we have been very happy with the purchase. It has a sleek and very well thought of design. My baby has recently moved from the baby carrier to the stroller mode and she has been comfortable and happy in both. We loved that it is very versatile and easy to use, too.",2,positive
05-02-2020,Consuelo,Great Stroller,The delivery experience was horrible... Fed Ex was horrible however when I called evenflo they sent a replacement right away. The stoller was very easy to assemble and the car seat is great. The color was exactly what i expected. The stroller is a little on the heavy and bulky side but overall its great.,2,positive
16-09-2019,Jackie27,Magnificent for a Modern Mom,We are having our first in November and were gifted the Shyft Smart Modular Travel System from my parents. It is so easy to convert from a toddler seat to bassinet and the ease of putting the car seat in the on the stroller base is great as well! We are excited to use this when our little one arrives!,2,positive
16-03-2020,Sualeh,Great features and great quality!,Just bought this last week and assembled it for our baby. We simply fell in love with this product. Super quality. Amazing features and I love the color combination. The car seat is super comfy. It has a variety of different positions. It has a wide base that provides more stability. 100% recommended.,2,positive
14-07-2020,Paddingtonk,Great customer service!!!,I ordered the pivot xpand and received the shyft instead. I called customer service and they are sending the correct stroller. They were fantastic!! I had opened the shyft so I figured I would review it. The garnet is gorgeous and the stroller is light and rolls very well. Shipped in 3 days!!!!,2,positive
07-04-2020,Parth,Great Travel System,We tried the stroller in Babbies R Us and liked how lite and easy to maneuver. Very impressed with the build quality of the stroller. Immediatly decided to buy it. No doubts. Stroller takes less than 10 minutes to setup out of the box. Getting the box inside a small car took longer than that.,2,positive
06-06-2020,JessGarden,Love our shyft,"We purchased this travel system for our first baby, expected to arrive at the beginning of September. The stroller was very simple to assemble, appears excellent quality and we are so excited for our little boy to arrive so we can use it. It’s a very attractive, lightweight stroller system!",2,positive
02-05-2019,Sml88,Great features for a mid priced stroller!,"[This review was collected as part of a promotion.] Till now I've been using the Vista by Uppa Baby so that's what I will compare this stroller to. I feel like all the features that I love about the Uppa Baby I am receiving in this stroller for about 1/2 the price! Let's start with the ease of assembly and use. You literally just have to click the wheels in and your good to go, select the car seat or infant seat and your out the door. Both seats can be used forward facing or parent facing which is amazing. The car seat is light enough that it can be lifted out of the car and attached to the stroller, or vice versa with relative ease. Then there's the size of the basket and accessibility, the basket is big enough to store everything you'd need for a day out and it isn't blocked by the seat which means easy to reach to. Evenflo has put alot of thought in to this stroller making it comfortable for both baby and parent, with extra plush inserts for new borns and extra safety features for parents this is an excellent stylish well priced stroller!",2,positive
27-04-2019,Smiths19,Fantastic product!!!,"[This review was collected as part of a promotion.] My wife and I are extremely pleased with this product! It has made our day to day lives so much easier. From shopping to leisure activities on or off pavement this system is the way to go and handles and pushes great! The car seat clicks in and out of the stroller and car base so easily! Do your back a favor and buy this product, don’t kill your self carrying your baby in the car seat just unfold the stroller click the car seat in and go! My son loves it, I don’t have to get him out of his car seat and move him to the stroller ( unless I’m using the bassinet option) and he gets to stay sound asleep! I would honestly recommend this product to anybody and would buy it 100 times over. Between the quality and simplicity to the beyond outstanding GOLD treatment through customer service, this has met all of our expectations and then kept going to completely blow us away! Evenflo has taken care of my growing family and I and I will continue to buy all the great products they have to offer as I need them!",2,positive
28-06-2021,VictoriaE,,"Love the easy installation! Took about 20 minutes max, smooth ride and really easy maneuver. Also love the space in the bassinet mode. Car seat is very practical to place on and off! So far love this travel system! Plus sensor safe gives you a relief for safety knowing your LO is safe.",2,positive
28-06-2021,NatalieD,,This was a gift from my coworkers and I absolutely love it. It was easy to assemble. The seat feels comfortable yet still keeps baby safe. Switching out the seats is easy and can be done without shaking or trying to get anything to unhook. Cannot wait to go on walks with our new son.,2,positive
13-11-2019,Rdasilva,Must have!,My husband and I have gone through a few strollers and this brand by far was our favourite. The colour grey looks so classy and clean. It’s so easy to use & not heavy if that’s something some moms are worried about. I’ve very picky.. and so glad I finally love this one for my family.,2,positive
03-03-2020,ainettv_,Design Super Chic & Modern! Absolutely Perfect,I am in love with My Evenflo Travel system it is extremely easy to put together and let me tell you it is so appealing and modern!! Very very easy to put together and very easy to take apart! absolutely the best decision i’ve made and the money was very well spent! Thank you Evenflo!,2,positive
23-07-2019,Innosense,Im in lovr !!!!,"This is by far the best stroller/carseat i have ever purchased and thats coming from a mom with 5 kids. Love that it turns into a bassinet. Love the onxy color, and the big basket on the bottom. Most of all that my 6'1 tall husband finds it comfortable for him to actually maneuver.",2,positive
26-05-2021,NicholasP,"Durability, flexibility, and comfortability to last!","Incredible product containing high quality material. Super easy to install and instructions were fool proof. Not to mention that when everything is installed, it is extremely secure. I am comfortable with our purchase and know that our child will be safe for many years to come.",2,positive
09-12-2020,Tannia,Love it!,"I haven't got to use this item with baby as yet, however we have put it together and I have test drove it through the house and I love the versatility of it. Easy to put together, easy to switch seats, folds up very slim, lightweight and functional. Can't wait to get baby in it!",2,positive
21-05-2020,Kking,Easy to assemble!,"I got this travel system from my baby registry and couldn't be any happier with my choice. It's easy to assemble, the wheels just clicked when you push it in. I love the design, how soft and safe the infant car seat is! I'm due in July and couldn't wait for my baby to use it!",2,positive
02-10-2019,Jojosmomma19,"So comfy, stylish & safe!","I love this set! It holds my one month old nice and snug, he’s always nice and secured. Quick install or uninstall literally takes about 2 minutes to install the base & carseat. Very stylish as well, I love the look and the material of both the car seat & stroller. It’s awesome",2,positive
30-08-2019,Kristin07,So far love it.,"We purchased this stroller and car seat because it looked comfortable, stylish and all the safety features. So far we have loved everything. Quality is great and assembly was super easy. Now we are just waiting for our little one to see if she loves it just as much as we do.",2,positive
31-07-2021,DestinieeL,Best Purchase,We purchased the stroller and car seat set and it has been so amazing for our new little girl. The setup was quick and easy. We got the Onyx color and it looks so sleek and modern! The baby loves it too! And the app and notifications just top it all off! 10/10 would recommend,2,positive
28-10-2020,J pares,Great Travel system,I love the sensor and it's also a peace of mind too. once you turn the car off automatically makes a sounds so you wont forget the child in the car. Also you will get an alert on the phone too. I still haven't used the stroller but I cant wait to use it and update the review.,2,positive
26-05-2020,Skostadinov,Versatile and Easy,We bought the travel system in early May and loved how easy it was to assemble and pop the car seat on and off. We also love the bassinet feature and how that easily turns into the toddler chair. It folds up nicely and is quite compact making it easy to store and set aside.,2,positive
21-07-2020,Wmama,Love it!,"We got this as a gift while expecting baby girl #2, we love the color (opal) and the smart sensor is just an added bonus. Fits nicely in our car and looks luxurious. Folds up easily and is easy to push. MUCH lighter than the GRACO stroller and car seat we had for our first.",2,positive
24-11-2020,Anonymous reviewer,"Safe, smart, and easy","I bought oneSHYFT for my 1st baby girl. it is easy to install and the frame is light to carry, easy to adjust, and put in the car trunk. easy to fold and still I can leave it inside the house. The car seat is comfortable for my baby. I do recommend this product to purchase.",2,positive
15-06-2022,ErinD,Love it!,This travel system is amazing! The seat is easy to transition out of the car and into the stroller and back. The stroller has great control and flexibility in steering. The securemax seat also gives me peace of mind that my baby is safe. I highly recommend this system!,2,positive
02-05-2019,Gabby,Very sleek and stylish,"[This review was collected as part of a promotion.] I absolutely love this travel system & so does my son! It so stylish & sleek. I love thr face that you can change the way your child face & so does he. It's beyond awesome thst you cam have the stroller seat sitting up or paying down it's so nice for when my 8 month old wants to nap during walks. I also love love love how spacious the buttom storage is & the zipper that opens up the canopy for better view of baby most strollers only a a very small one this one on the other hand doesn't which is great. Although i absolutely love the stroller there are a few things i think can be improved, the fact that there is only one cup holder is a huge flaw to me I would like it a lot more if there was at least two; one for myself & one for the child. Also the way that it foldeds down is a little confusing to me because you would thin that the handle would be up told when folded & not by the wheels so that you can use the handle to maneuver the stroller. I have not one complaint about the carseat I love it & so does my baby.",2,positive
28-06-2021,ShidanC,,"Excellent quality material and easy to use. You need two hands for most buttons/latches, and even for the one handed release for the carseat it is more difficult than it should be to release both ends of the seat (you have to pull hard with good grip on the release).",2,positive
09-08-2019,Mary13,Very good quality for a convenient price,"We choose the evenflo gold for our first daughter, we still did not tried yet as the baby will be born in September. However it was very easy to assemble (I did it by myself), it looks great and feels like high quality. We cannot wait to try it with our little one!",2,positive
20-11-2019,AliciaO,Buy!,We love the evenflo gold! The sensor safe makes us feel safe with our first little one. It was so easy to put together and is so easy to use and lightweight! Living on the 3rd floor I was so worried about a car seat and stroller being to heavy but it’s not at all!,2,positive
18-04-2019,Vsauce85,Onyx was amazing,[This review was collected as part of a promotion.] The stroller arrived well packaged and non damaged. It was super simple to put together. The car seat was simple to install and was comfy and soft. It fit perfect in my vehicle and was a breeze to install. The stroller was easy to push and the style can't be beat.,2,positive
04-05-2019,Shaunah25,Excellent features!,"[This review was collected as part of a promotion.] This travel system is very easy to put together, absolutely no tools needed. Everything just snaps together easily. This travel system is excellent quality guaranteed to last a lifetime and the sensor safe feature is a plus! I definitely recommend this product.",2,positive
19-11-2019,Michelle1287,Great Features,I received this travel system as a baby shower gift in the Garnet colorant let me tell you it does not disappoint! It looks very sleek and I love Sensor Max features. Also it was easy to put together. My son is due in 2 weeks and I cannot wait to use my Shyft!,2,positive
26-01-2024,Lucy H.,So easy and efficient!,We love this system! It’s a seamless transition from car to stroller. The infant insert is super helpful and the head support is great! Easy to fold and put in trunk with the flip of a hinge. The car seat itself is pretty heavy but that’s the only complaint!,2,positive
09-08-2020,Marija10,Great,"I bought this before our baby was born and I'm so glad we did! It was a highly recommended product with excellent overall rating, especially from other moms. The style and safety feature is what we were looking for and it’s all here in this excellent product.",2,positive
27-11-2019,Ros2345,Great stroller!,It’s super easy to assemble and very cute. I did so much research on a good travel system and I always fell back to evenflo and I was not dissatisfied. The car seat looks very comfortable and very well cushioned. It’s light in weight but is easy to maneuver.,2,positive
26-08-2019,Kristina14,It’s Wonderful!,"I love this 3 in 1 combo! You have ur car seat, & stroller that’s also converts to a bassinet shape! I did a lot of research as a first time parent & the safety features made me choose this & also it looks really modern & nice! Super easy to set up and use.",2,positive
06-01-2020,Riley2620,Awesome but app doesn’t work,"I love the car seat it is very beautiful well made, super functional and very good quality. I did buy this car seat for the features that come with the clip but could not get the app to work. Bad reviews on the app but car seat and stroller combo are great",2,positive
12-06-2020,TK_33,Love this stroller!,I'm expecting my first baby in a month but bought this months ago after many hours of research. Just installed the car seat and the quality is fantastic. The stroller is easy to maneuver and I love all the different modes. Look forward to using this soon!,2,positive
25-10-2021,Faten,Great purchase,"This stroller and car set are the best purchase we made. They were really easy to install, simple instructions and great quality. They are very convenient and lightweight and are easy to move a round. Plus the fabric is really pretty. Can't wait to try it",2,positive
10-06-2020,Bexxw,Great Stroller at a great price point!,"I purchased this stroller for our second son. It is easy to maneuver, smooth handling and extremely easy to switch from toddler seat to car seat. The storage underneath is larger than expected. My infant and toddler both love it. I highly recommend this!",2,positive
26-05-2021,DanielaS,Amazing Travel System,"We just got this for our baby, and it absolutely amazing! So easy to put together. I love the versatility of the seat. So easy to snap on and off. After much deliberation, we are happy we went with this travel system. Lightweight, versatile, beautiful!",2,positive
27-09-2019,Bsquared77,Great Stroller!,Me and my girlfriend really enjoy this product. Not only is the design beautiful but it’s very comfortable for our daughter and gives us both piece of mind knowing that the sensor attached to the straps will notify us if something needs our attention.,2,positive
16-06-2021,RachelP,IN LOVE!!!,"We just received our car seat and stroller. Set up was super easy! Both products are super light weight and easily maneuverable! I wish I had this set up with our first born, but cannot wait to put our baby boy in it and make lots of trips to the zoo!",2,positive
26-05-2021,DaviH,Grow with your baby stroller!,I love that this stroller grows with your baby. The rear facing option is perfect for when you want to keep an eye on your newborn and the forward facing option is great great fir when they want to see where they’re going! It folds so easily as well!!,2,positive
28-09-2020,NandV,Sturdy and Safe,We got this stroller and car seat combo at our baby shower and putting it together was very easy. Instructions were well written and easy to follow. Feels very safe and sturdy after a test drive. Looking forward to using all the different positions!,2,positive
16-07-2020,Tiwa,Good Product,"I bought this travel set because of it’s safety features and i am loving it. I gave it three stars because the stroller is not as durable as I thought. The part that holds the stroller when collapsed broke at first use. Asides from that, loving it.",2,positive
23-03-2023,Jacob,Stroller is fantastic,"This travel system is fantastic, you can swap the car seat with the stroller seat on the fly very quickly. It folds down almost flat and is very compact, and the car seat is very secure and has a tone of features with the app. Definitely recommend.",2,positive
09-05-2019,maggy21,Easy to Use,"[This review was collected as part of a promotion.] Very easy to use. Sensors work great and let's me know if the baby has been strapped correctly, and when the car has stopped let's me know the baby is still inside the car. Easy to put away and does not take up a lot of space. Easy to put together.",2,positive
21-04-2020,Simplystar,Everything!!,"The packaging alone had me excited to open the box. Easy to assemble And light weight. The instructions for installation of the car seat and base were simple and easy to follow. I’m overall super happy with my purchase, definitely worth the money.",2,positive
18-10-2019,Surfsg,Love it!,"I am all about easy, lightweight and compact! I was very impressed when I received my stroller and car seat how nice of quality it looked for how light it is and I just love how one click here and there it can be changed to different positions.",2,positive
27-08-2021,TiffanyL,Great product at affordable price,"Great product at affordable price. Has all the safety features you need in a sleek, compact, lightweight design. Easy to assemble and use. Large basket for storage. Easy to use on city sidewalks but also transitions well on grass/uneven ground.",2,positive
30-12-2020,Mary33,Love It!,We received this travel set as a gift and absolutely love it! Easy to instal carseat in both vehicles. Stroller is smooth with plenty of storage. Love how easy it is to attach carseat to stroller and the versatility. Definitely recommend!,2,positive
02-09-2020,Great Product,Easy to use features!,"After searching for months I found Evenflo products. I cannot wait to use the bassinet feature of the Shyft travel system. I put this product together alone and quickly. It is easy to figure out, connect, disconnect and fold the system.",2,positive
07-04-2020,Sydnee,So perfect!,We recieved the Gold Shyft System as a gift for our first baby! We are so impressed with the stroller. It was so easy to put together and it is so light and versatile. We reccomend this to other parents looking for an amazing stroller!,2,positive
18-05-2020,SteveK,Easy to Use! Easy to Assemble!,Received the Evenflo Gold Shyft as a gift and couldn't be happier with it! The instructions were simply and easy to follow. It was assembled in no time! It is easy to use with so many different positions. This was the perfect choice!,2,positive
07-06-2021,JennyC,Lightweight and easy to assemble!,"Lightweight and easy to assemble! I put this system together on my own in a matter of minutes. Got the car seat in the car and ready for baby to arrive any day. I love the sensorsafe feature, I will definitely be using the app a lot.",2,positive
04-09-2020,Heather10,Great Travel System,Bought this for my second child and I am very happy with it. I live in the country and find it moves really well on roads with loose gravel. My son loves the carseat and the bassinet feature of the stroller. Always has a great sleep!,2,positive
19-04-2019,Rachel3209,Very Nice look to product! Good features!,[This review was collected as part of a promotion.] Love that it has selection to lay back stroller for an infant! Then transitions to a toddler!! Loved the way the carseat look extra padding is always a plus! Also it's easy to put together! I would definitely recommend this product!,2,positive
02-07-2020,DinaH,light & easy!,I bought this travel system for my sister a few weeks ago and she loves it so far! It was so easy to set up and has been a very smooth ride!! It looks like a luxury stroller with a great price! Highly recommend this to new parents.,2,positive
21-12-2019,Anonymous reviewer,Love the size!,I love the size of the stroller! It’s so easy to push and turn. Putting everything together was a breeze and learning how to change seats out was much easier than expected. So far I love everything about the stroller and car seat!,2,positive
10-10-2021,SamanthaM,Amazing and great quality,"I am a first time mom looking for a nice and easy, good quality car seat and stroller without it being too bulky. This is the perfect fit for me as it is light and so handy with the SensorSafe part of it. Love it so much already!!",2,positive
13-05-2019,Bj1219,Love it!,[This review was collected as part of a promotion.] First I like the safety features on the car seat. Next comes the comfort of it. My son is very comfortable in it. As far as the stroller this was such a simple stroller to put together. Done in less than 5 minutes. Love that.,2,positive
03-06-2021,SamreenK,Great Purchase,I love this system- as it’s light and easy to use and store in the trunk of the car. I’m a tiny woman- and it’s light enough for me to lift easily. Very convenient click and connect system for the car seat as well. I love it.,2,positive
28-06-2021,Raquel,Simply Amazing!,"The Evenflo Gold Shyft is a god send. I absolutely love it! It was super easy to assemble and use. Most of all, I have the peace of mind that my infant is safe. I highly recommend this product. You will not be disappointed.",2,positive
11-05-2020,mortmallo95,Best for FTM!,I decided to purchase this for my daughter who is arriving in August and I am so happy that I did! The install could not have been easier and the quality is amazing! I am so happy with the price and this product overall.,2,positive
18-06-2020,Daisy11,Great purchase,"Very easy use! And doesn’t take up a lot of space, I also like that you could change it to different positions and has lots of space underneath. I like how the car seat has very soft head support, and also very easy use.",2,positive
22-07-2019,Marisa,Great stroller,"I’m a new mom to be a I did a lot of research to find the perfect stroller for me and my family. Even I have not used yet I love it so far. It is so pretty, good finished, easy to open and fold even with the baby bump.",2,positive
03-09-2020,BabyMama,Wonderful Product,"I received this travel system at my baby shower, and we are so happy that we did! It is such a wonderful product and so easy and simple to use. Very user friendly. Would definitely recommend to others who are looking!",2,positive
14-04-2020,dmancini,Great Travel System & Great Price,"Just bought this and am already blown away. This runs smoothly, is easy to put together and easy to do one handed! I read countless reviews on this travel system before purchasing and am beyond happy with our choice!",2,positive
23-09-2021,KatherineB,Best Purchase We Have Made!,"As a first time mom, I researched for what seems like forever to find the perfect travel system that had everything we were looking for as a new family of three. Almost felt like I was prepping to get a PhD with the numerous hours spent in research. Ironically I started my search with this exact travel system and then compared it to others and all the others I found could not compare in quality, functionality, reviews and price point. We saw this as a huge investment in our child’s safety and also the ability for us to get him out and about into the world in comfort but also style. This was probably the best purchase we have made, setup was super easy and I can’t explain how excited we were when our package quickly arrived in great condition. It’s everything we dreamed of, and we will be buying the Revolve360 car seat for our son to grow with as well. We are Evenflo customers for life. If this is a sign for you to buy this travel system, just know I was looking for signs and I’m so glad I went with my initial gut feeling, this stroller and car seat are a dream come true!",2,positive
27-04-2019,Tiffanh1234,Easy to install and ready to use,[This review was collected as part of a promotion.] Super quick and easy to install. Did it without any instructions.. loved how new and slick it is. So excited to use it with my newborn. I’m sure he will be super comfy in it. Love that it’s a bundle set as well.,2,positive
30-04-2020,Sash,"Easy to assemble, and use","Been using this for a month. Was easy to set up the stroller and car seat base. Its easy to push, and turns easily with just 1 hand. Ample space underneath and convent cup holder included. Well worth the price.",2,positive
26-05-2021,KaylaL,Great travel system,Haven’t found anything I don’t like about the travel system yet. Easy to use and lots of options. Would buy again! Only regret is not getting the expandable one in case we have our next baby close to this one,0,negative
06-10-2020,nazharoon,Smooth and Easy to Use!,"I love the Evenflo Gold Shyft, its super easy to install and use. My son loves his comfy and warm carseat. I love how the stroller is so convertible in so many ways and doesnt take too much space in my suv.",2,positive
19-06-2020,KyleJH,No issues here,"Can't wait to use this stroller/car seat! We've already experienced great service when dealing with a minor issue, which was rectified right away. Stroller folds easily and the car seat is light and nice.",2,positive
05-08-2021,Melissal,,"Exactly what I was looking for...something that was heavy duty enough for everyday use, but light and sleek for easy travel. Wish it had a tray in front for a bottle or snack, other then that no complaints.",2,positive
04-11-2020,Anonymous reviewer,Beautiful Stroller,"First Baby & can’t wait to use it! Love all the options, we picked this stroller because it looks amazing and we plan to have two kids so it’s perfect for our future too! Not heavy and easy to put together!",2,positive
07-07-2020,ALI11,So Many Different Options!,"We just received this package as a gift and we are so happy with it! The assembly was extremely simple and we are so happy with how many features and settings there are, the quality is also extremely high.",2,positive
18-03-2022,Cristy,Quality product,I got this travel system in black. This is a quality stroller and car seat. I love that I can use this for a couple of years because the bassinet setting changes to accommodate toddlers. I am very pleased!,2,positive
27-05-2019,Klucas51,Very stylish!,"My husband and I were wanting a travel system that looked stylish, had high safety standards, and wasn't outrageously expensive. We are very impressed with this product and especially love the stroller!!",2,positive
11-06-2023,gamrd009,Love it!,This is a great travel system. Good quality and lightweight. Baby seems very comfortable in it! Service is also great and the piece of mind of the Evenflo gold program is priceless. Highly recommend it!,2,positive
03-07-2022,Shavonn,Great System!,Awesome system and so easy to assemble! Hubby and I had it put together in no time. The grey (moonstone) looks slick and is gender neutral. Seems to be really good quality. The stroller rolls so smooth,2,positive
15-08-2020,AaRand,So Simple,"Just got this as a gift. Baby is due on the Sept 17th. Went together so simple, comes apart simple. Easy to use. Infant and toddler, forward facing or rear facing in the stroller. Really great package.",2,positive
13-10-2020,Annette,Amazing stroller,I love it all around specially the wheels it drives very smooth and it doesn’t get stuck everywhere. It looks very nice and it is very convenient for my newborn and my 2 year old. The red is stunning,2,positive
20-09-2020,Mccrea6,Beautiful travel system,"Just received our sensor safe travel system It’s very luxurious, lots of padding it’s a overall gorgeous set. I highly recommend this product I feel our baby will be safe and secure in this set.",2,positive
01-08-2020,mrymdrd,QUALITY & SAFETY FEATURES!!!,"My husband and I just assembled this stroller and I can't be more impressed!! Our baby arrives in September but can't wait to use this already! The quality is amazing, and safety features is a PLUS!",2,positive
28-10-2019,burnschan,Awesome stroller!,I am expecting my first child in December and we got this stroller for him! It seems super easy to use and convertible! The stylish is super sleek and I love the look of it! Super excited to use it!,2,positive
21-06-2019,Vancouver BC,Easy to use,I bought this stroller a month ago. I was the best price and the easiest to close and open. It is lightweight but very sturdy. The infant car seat clicks on the stroller very easily. So far love it.,2,positive
27-03-2020,KLuther,Great Stroller!,"We bought this product a little over a month ago in preparation of the arrival of our first child and are extremely happy with the purchase. The setup was easy, its very light and easy to maneuver.",2,positive
07-09-2020,Jianwei,Super good,"I bought this few months ago for my little one, so far it's the best one among our friends, super easy to use and very helpful when we hangout during the summer, I am so glad to get it for my girl!",2,positive
20-04-2020,penneywhistle,stylish and practical,great features for a great price. love that the stroller seat can be used as a bassinet for newborns. folds easily and fits in my trunk with no problems. very stylish and rides smooth on sidewalk.,2,positive
17-06-2020,Kal90,Sleek and light weight,"It's only been a week and I'm already in love. Would definitely recommend this stroller. Only reason I gave it a 4 is because of the cupholder, it's not very sturdy. Other than that it's great!",2,positive
09-05-2019,Emily P,Easy to use,[This review was collected as part of a promotion.] The car seat fits great in my car and is easy to get in and out. The stroller folds super easy and will even stand when folded. The cup hold on the stroller is not great as it falls off easily.,2,positive
30-06-2021,StefanieP,10/10 Recommend.,"Amazing combo. Infant seat was great until my little one was 22lbs, then she needed a new seat. Stroller is still used everyday. Super easy to collapse and lift into the trunk of my small car.",2,positive
27-05-2020,maggie13,great features,"I bought this a month ago, and it was super easy to assemble, super light weight, good quality, compact, and looks super trendy! I'm a huge fan, and would recommend to all new mom's out there.",2,positive
31-01-2020,Court95,Just what I expected!,"Baby isn't due until end of March, we got this as a gift at our baby shower and it's perfect! just what I wanted and expected for a travel system. Excited to use it with the little bean soon!",2,positive
